NOTES,SENTENCE
,"other: 06/01/2017 - CASE DEFERRED FOR 18 MONTHS, ALL COUNTS TO RUN CONCURRENT WITH EACH OTHER. 11/08/2018 APPLICATION TO REVOKE WITH JAIL TIME SUSPENDED, ALL PREVIOUS FINES AND COSTS DUE."
,
"ORIGINAL OFFENSE: DU4IV, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402(A)(1))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
Statute: 21 OS 644,
,
,other: 03/16/2015 BENCH WARRANT ISSUED
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
,
"ORIGINAL OFFENSE: DL5, UNLICENSED DRIVER - MOTOR VEHICLE (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: CT 1 OBT MONEY OR PROPERTY BY MEANS OF FALSE&BOGUS CHECK (STATUTE: 21 O.S. 1541.1&2)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 UNAUTHORIZED USE OF A VEHICLE (STATUTE: 47 O.S. 4-102)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB4, SEAT BELT - PASSENGER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FR5, FINANCIAL RESPONSIBILITY/SECURITY VERIFICATION (STATUTE: 47 O.S. 7-606(A)1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: FR5, FINANCIAL RESPONSIBILITY/SECURITY VERIFICATION (STATUTE: 47 O.S. 7-606(A))
ORIGINAL PLEA: BOND FORFEITED",
,
,"community service: 20 HOURS
other: 3 MONTHS DEFERRED"
,
Collections Date: 10/03/2019,1 YEAR SUSPENDED JAIL; 1 YEAR PROBATION; $500.00 FINE; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
Collections Date: 10/03/2019,1 YEAR SUSPENDED JAIL; 1 YEAR PROBATION; $500.00 FINE; FEES AMOUNT UNSPECIFIED; $800.00 RESTITUTION; $83.00 COSTS;
,
,"other: 02/06/2012- WARRANT ISSUED, FAILED TO PAY"
,
,
,
,other: 02/06/2012- WARRANT ISSUED; FAILURE TO PAY
,
,
,
,"other: 10-28-2020 		
BENCH WARRANT FOR FAILURE TO PAY FINES AND COSTS ISSU"
,
,"other: 10-28-2020 		
BENCH WARRANT FOR FAILURE TO PAY FINES AND COSTS ISSU"
,
,
,"other: 10-28-2020 		
BENCH WARRANT FOR FAILURE TO PAY FINES AND COSTS ISSU"
,
,other: DISMISSED- REQUEST OF THE STATE
,
,
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,other: COUNTS TO RUN CONCURRENT WITH EACH OTHER
,
,
,
,
"ORIGINAL OFFENSE: OWPN, POSSESSION OF AN OFFENSIVE WEAPON WHILE COMMITTING A FELONY (STATUTE: 21 O.S. 1272-1289.28)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: DR3, POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405 (B)(C))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU8I, POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE - MARIJUANA (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
,other: COUNTS TO RUN CONCURRENT WITH EACH OTHER
,
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
LAST COURT DATE 01/28/2021 NO NEXT COURT DATE IS LISTED ON PUBLIC ACCESS;,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: OTHER",
,other: BOND AMOUNT: (294)
"ORIGINAL OFFENSE: DL5, OPERATING MV WITHOUT BEING LICENSED OR WITH EXPIRED DL (STATUTE: 47 O.S. 6-101(A)(D), 6-303(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,"other: BOND AMOUNT: (100)| 
ADDITIONAL DISPOSITION INFO: OTHER"
"01-09-2001 APPLICATION TO REVOKE FROM DRUG COURT PROGRAM;
 
NO FURTHER INFORMATION AVAILABLE;
 NO NEXT COURT DATE IS LISTED ON PUBLIC ACCESS; DISPOSITION: UNAVAILABLE;; Disposition Unavailable",VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER INFLUENCE/INTOXIC LIQUOR/ (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
NO FURTHER INFORMATION AVAILABLE; NO NEXT COURT DATE IS LISTED ON PUBLIC ACCESS; DISPOSITION: UNAVAILABLE;; Disposition Unavailable,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
,
,
,
,
NO FURTHER INFORMATION AVAILABLE; NO NEXT COURT DATE IS LISTED ON PUBLIC ACCESS; DISPOSITION: UNAVAILABLE;; Disposition Unavailable,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
"ORIGINAL OFFENSE: FAILURE TO CARRY VALID SEC VERIF FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: OPER A MV W/O VALID OPER LICENSE (STATUTE: O.S. 6-303)
ORIGINAL PLEA: BOND FORFEITED",
Statute: 47 OS 6-303(B),$50.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
ORIGINAL PLEA: GUILTY PLEA,
"ORIGINAL OFFENSE: DRIVING WHILE LICENSE REVOKED (STATUTE: O.S. 6-303D)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SPEED IN EXCESS OF POSTED MAX. (16-20 OVER LIMIT) (STATUTE: O.S. 11 801B)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"SENTENCED TO 1 YEAR SUSPENDED CONFINEMENT; 

2/6/2006: MOTION TO REVOKE SUSPENDED SENTENCE 

12/20/2006: COURT GRANTS APPLICATION TO REVOKE AND REVOKES TWO WEEKENDS TO SERVE CONSECUTIVELY WITH CF-2006-105; Statute: 47 OS 11-902(A); Probation Conditions: VICTIM IMPACT PANEL; OBTAIN ALCOHOL AND DRUG SUBSTANCE ABUSE COURSE EVALUATION AND FOLLOW RECOMMENDATIONS;",1 YEAR PROBATION; FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
 Probation Time: 'amount not specified' Fine Amount: '600.04 fines/fees',Probation - amount not specified; 600.04 fines/fees
"ORIGINAL OFFENSE: SPEEDING 70/55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
,
,
,
"01-21-1999 UNSPECIFIED LENGTH OF DEFERRED SENTENCE; UNSPECIFIED PROBATION;

11-18-1999 APPLICATION TO REVOKE DEFERRED SENTENCE;

02-14-2001 APPLICATION TO REVOKE SUSPENDED SENTENCE;

02-22-2001 APPLICATION TO REVOKE FROM DRUG COURT PROGRAM;

02-26-2001 SUSPENDED SENTENCE REVOKED;

ALL INFORMATION AND SENTENCING REPORTED AS IS;

NO FURTHER INFORMATION AVAILABLE;; Original Disposition Date: 01/21/1999; Original Disposition: DEFERRED SENTENCE",UNSPECIFIED AMOUNT OF PROBATION; FEES AMOUNT UNSPECIFIED;
,
"DEFENDANT SENTENCED TO 5 YEARS IN DEPARTMENT OF CORRECTIONS HOWEVER, AFTER SERVING 5 WEEKENDS THE REMAINING BALANCE IS SUSPENDED TO PROBATION;; Statute: 47 OS 11-902(A)(2); Probation Conditions: LSI ACTION PLAN (ABBREVIATION UNSPECIFIED);",40 HOURS COMMUNITY SERVICE; $500.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"SENTENCED TO 1 YEAR SUSPENDED CONFINEMENT 

2/6/2006: MOTION TO REVOKE SUSPENDED SENTENCE 

12/20/2006: COURT GRANTS APPLICATION TO REVOKE AND REVOKES TWO WEEKENDS TO SERVE CONSECUTIVELY WITH CF-2006-105; Original Charge Type: FELONY ; Original Charge: NOT INDICATED",1 YEAR PROBATION; FINE AMOUNT UNSPECIFIED; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"01-21-1999 UNSPECIFIED LENGTH OF DEFERRED SENTENCE; UNSPECIFIED PROBATION;

11-18-1999 APPLICATION TO REVOKE DEFERRED SENTENCE;

02-14-2001 APPLICATION TO REVOKE SUSPENDED SENTENCE;

02-22-2001 APPLICATION TO REVOKE FROM DRUG COURT PROGRAM;

02-26-2001 SUSPENDED SENTENCE REVOKED;

ALL INFORMATION AND SENTENCING REPORTED AS IS;

NO FURTHER INFORMATION AVAILABLE;; Original Disposition Date: 01/21/1999; Original Disposition: DEFERRED SENTENCE",UNSPECIFIED AMOUNT OF PROBATION; FEES AMOUNT UNSPECIFIED;
Statute: 47 OS 6-303(B),$269.00 FINE; FEES AMOUNT UNSPECIFIED; $68.00 COSTS;
,
Statute: 47 OS 7-606(A),$269.00 FINE; FEES AMOUNT UNSPECIFIED; $68.00 COSTS;
,
"ORIGINAL OFFENSE: CT 2 SPEEDING IN POSTED ZONE (STATUTE: 47 O.S. 11-802)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
NO FURTHER INFORMATION AVAILABLE; NO NEXT COURT DATE IS LISTED ON PUBLIC ACCESS; DISPOSITION: UNAVAILABLE;; Disposition Unavailable,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
,
"12/20/2018: 1 YEAR SUSPENDED JAIL ALL BUT 6 DAYS; COMPLETE VICTIM IMPACT PANEL; COMPLETE ALCOHOL AND DRUG SUBSTANCE ABUSE COURSE; 
05/17/2019: VIOLATION OF PROBATION - APPLICATION TO VACATE SUSPENDED SENTENCE PENDING; Probation Violation: 05/17/2019: VIOLATION OF PROBATION - APPLICATION TO VACATE SUSPENDED SENTENCE PENDING",UNSPECIFIED AMOUNT OF CREDIT FOR TIME SERVED; UNSPECIFIED AMOUNT OF PROBATION; $500.00 FINE; FEES AMOUNT UNSPECIFIED; $486.50 COSTS;
,
,$5.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,
"ORIGINAL OFFENSE: OPERATING WITHOUT CURRENT INSPECTION STICKER (STATUTE: 47 O.S. 851)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: SPEEDING (STATUTE: O.S. 11-801 A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FAILURE TO CARRY SECURITY VERIFICATION FORM (STATUTE: O.S. 7-602.1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: OPERATING WITH EXPIRED REGISTRATION (STATUTE: O.S. 151 A 5)
ORIGINAL PLEA: GUILTY PLEA",
,
Statute: 47 OS 6-303(A),$50.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
Statute: 47 OS 12-417(A),$20.00 COSTS;
,
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OPERATING AN OPEN SALOON (STATUTE: O.S. 37 538-H)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: ARSON IN THE FIRST DEGREE (STATUTE: 21 O.S. 1401)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 UTTERING TWO OR MORE BOGUS CHECKS IN THE AMT OF $50 OR MORE/AFCF (STATUTE: 21 O.S. 1541.3)
ORIGINAL PLEA: GUILTY PLEA",
,
,
"ORIGINAL OFFENSE: SPEEDING 65-55 SP 9 (STATUTE: O.S. 11 801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: O.S. 11 801)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: CT 1 ROBBERY IN THE FIRST DEGREE AFCF (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB4, SEAT BELT - PASSENGER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: OTHER",
"ORIGINAL OFFENSE: CT 1 POSSESSION OF A FIREARM (STATUTE: 21 O.S. 1283)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: KCSP CNCRT M DANIEL&D MILLER W/AFC (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 POSSESSION OF A CONTROLLED DANGEROUS SUBSTANCE AFCF (STATUTE: O.S. 63 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPPEDING 76MPH, POSTED 55MPH (STATUTE: O.S. 11-801-C)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SPEEDING 70/55 (STATUTE: O.S. 11-801)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO STOP FOR STOP SIGN (STATUTE: 47 O.S. 11 703)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: OPERATING M.V. IN A MANNER NOT REASONABLE OR PROPER (STATUTE: O.S. 11-801A)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: FAILURE TO CARRY VALID SECURITY VERIFICATION FORM (STATUTE: O.S. 7 602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: 47 O.S. 11-801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI5A, TRANSPORTING OPEN CONTAINER - BEER (STATUTE: 21 O.S. 1220)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: NO DRIVERS LICENSE IN POSSESSION (STATUTE: O.S. 6 112)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT 1 ESCAPE FROM A PENITENTIARY (STATUTE: 21 O.S. 443(B))
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: RECKLESS DRIVING (STATUTE: O.S. 11-901)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: NO INSURANCE (STATUTE: O.S. 7 602)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: CT 2 TRAFFICKING IN ILLEGAL DRUGS (STATUTE: O.S. 63 2 415)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: UNAUTHORIZED USE OF A MOTOR VEHICLE (STATUTE: O.S. 63 4-102)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: 01 - 10 OVER POSTED MAXIMUM (STATUTE: 47 O.S. 11 810)
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,other: 4 YRS DEFERRED
"ORIGINAL OFFENSE: CHAB, CHILD ABUSE (STATUTE: 21 O.S. 843.5 (A)(B))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,$5.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,other: CC W/CF-11-1473 AND CF-11-1134;
,"sentence suspended: 1 YEAR
other: DVCP,"
,other: 11/26/2013- DEF IS ADMITTED TO THE CLEVELAND CTY DRUG COURT PROGRAM & CASE IS STAYED PENDING FURTHER ORDER OF THE COURT. 11/23/2016- DISMISSED WITH COSTS.
"ORIGINAL OFFENSE: DU8M, POSESSION OF MARIJUANA (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: ABDOM, ASSAULT AND BATTERY - DOMESTIC (STATUTE: 21 O.S. 644 C)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI2DM, DRIVING WHILE UNDER THE INLFUENCE OF DRUGS W/ TICKET (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
ORIGINAL PLEA: GUILTY PLEA,
ORIGINAL PLEA: GUILTY PLEA,
"ORIGINAL OFFENSE: DR3, UNLAWFAUL POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405 (B)(C))
ORIGINAL PLEA: DISMISSED BY COURT",
,
"ORIGINAL OFFENSE: DU4IV, CONTROLLED DRUG SCHEDULE IV *MISDEMEANOR* (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
ORIGINAL PLEA: GUILTY PLEA,
,"other: 06/15/2012- 5 YEARS DEFERRED;  90DAYS CCDC AS PRECONDITION, $200.00 FINES, OCS SUPER 2 YRS, $103.00 COSTS. 09/13/2017- SENTENCE ACCELERATED,  CC W/ EACH OTHER AND CM-17-836 RTP OR EQUIVALENT PROGRAM. 09/05/2018- MODIFICATION OF SENTENCE TO TIME SERVED W/REMAINING BALANCES TO BE SUSPENDED; THE LAST 6 YRS SUSPENDED, ALL TERMS TO RUN CONCURRENT , EACH W/THE OTHER DEF'S PROBATION TO BE UNDER THE AMENDED R&C'S OF PROBATION SUPERVISED BY OCS FOR 2 YRS."
,other: 11/26/2013- DEF IS ADMITTED TO THE CLEVELAND CTY DRUG COURT PROGRAM & CASE IS STAYED PENDING FURTHER ORDER OF THE COURT. 11/23/2016- DISMISSED WITH COSTS.
"ORIGINAL OFFENSE: OBS, OBSTRUCTING OFFICER (STATUTE: 21 O.S. 540)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: ABDOM, DOMESTIC ABUSE - ASSAULT AND BATTERY (STATUTE: 21 O.S. 644(C))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BRG2, BURGLARY - SECOND DEGREE (STATUTE: 21 O.S. 1435)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED BY COURT",
,"sentence suspended: 5 YEARS
other: DRUG ALCOHOL EVAL W/IN 30DAYS & F/U AFTER RELEASE FROM CCDC.
11/26/2013- ENTERED DRUG COURT; 09/13/2017- REVOKED IN FULL, 5 YEARS DOC. 09/05/2018- REQUEST MODIFICATION OF SENTENCE TO TIME SERVED W/ REMAINING BALANCES TO BE SUSPENDED THE LAST 4 YRS ORDERED SUSPENDED, 2 YEARS PROBATION, COMPLETE NEW D&A EVAL AND ANY FOLLOW UP, DRUG AND ALCOHOL TESTED AS RECOMMENDED BY P.O., COMPLETE 100 HOURS OF COMMUNITY SERVICE"
"ORIGINAL OFFENSE: DR3MV, POSSESSION OR SELLING OF PARAPHERNALIA WHILE USING A MOTOR VEHICLE (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: GUILTY PLEA",
,"sentence suspended: 1 YEAR
other: DRUG ALCOHOL EVAL W/IN 30DAYS & F/U AFTER RELEASE FROM CCDC"
ORIGINAL PLEA: GUILTY PLEA,
,"other: 06/15/2012- 5 YEARS DEFERRED;  90DAYS CCDC AS PRECONDITION, $200.00 FINES, OCS SUPER 2 YRS, $103.00 COSTS. 09/13/2017- SENTENCE ACCELERATED,  CC W/ EACH OTHER AND CM-17-836 RTP OR EQUIVALENT PROGRAM. 09/05/2018- MODIFICATION OF SENTENCE TO TIME SERVED W/REMAINING BALANCES TO BE SUSPENDED; THE LAST 4 YRS SUSPENDED, ALL TERMS TO RUN CONCURRENT , EACH W/THE OTHER DEF'S PROBATION TO BE UNDER THE AMENDED R&C'S OF PROBATION SUPERVISED BY OCS FOR 2 YRS."
"ORIGINAL OFFENSE: DI2DM, DUI DRUGS (MUNICIPAL ARREST) NPD (STATUTE: 47 O.S. 11-902(A)(3))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DL5, OPERATING MV WITHOUT BEING LICENSED OR WITH EXPIRED DL (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
"ORIGINAL OFFENSE: RCSP, KNOWINGLY CONCEALING STOLEN PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI2DM, DUI DRUGS (MUNICIPAL ARREST) (STATUTE: 47 O.S. 11-902(A)(3))
ORIGINAL PLEA: DISMISSED WITH COSTS",
,
"ORIGINAL OFFENSE: DU8II, POSSESSION OF CONTROLLED DANGEROUS SUBSTANCE (STATUTE: 63 O.S. 2-402)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FR5, FAILURE TO MAINTAIN SECURITY (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: NOT WEARING SEATBELT (CAR) (STATUTE: 47 O.S. 12 417)
ORIGINAL PLEA: BOND FORFEITED",
,
,other: ADDITIONAL DISPOSITION INFO: DISMISSED WITH COSTS
,"sentence suspended: 1 YR JAIL
community service: 40 HOURS COMMUNITY SERVICE
other: V.I.P., ALCOHOL/DRUG ASSESSMENT"
"ORIGINAL OFFENSE: MS0, IMPROPER DRIVING ON A DIVIDED HIGHWAY (STATUTE: 47 O.S. 11-311)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: DI1, DRIVING WHILE UNDER THE INFLUENCE (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
Statute: 47 OS 11-901b,$5.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
,
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,other: BOND AMOUNT: (306)
"ORIGINAL OFFENSE: LP1, OPERATING MV W/O CURRENT LIC PLATE/TAXES DUE STATE/IMPROPER TAG (STATUTE: 47 O.S. 1151(A)(5))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: IL1, CHANGING LANES UNSAFELY (STATUTE: 47 O.S. 11-309 .2)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
Statute: 47 OS 12-417(A),$20.00 FEES;
"ORIGINAL OFFENSE: S11, SPEEDING 11-14 MPH OVER (STATUTE: 47 O.S. 11-801(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S21, SPEEDING 21-25 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SC2, FAIL TO OBEY INSTRUCTIONS ON TRAFFIC CONTROL DEVICE (STATUTE: 47 O.S. 11-201)
ORIGINAL PLEA: GUILTY PLEA",
"2018-08-20: FINES PAYABLE TO COUNTY: $ 10.00

2018-08-20: COURT COSTS ON SEAT BELT VIOLATION: $ 10.00; Statute: 47 O.S. 12-417(A)","2018-08-20: TRAFFIC FILING - SEAT BELT - DRIVER NOT WEARING SEAT BELT
2018-08-20: TRAFFIC PLEA - ONLINE: CASE DISPOSED. CONVICTED: ONLINE PLEA
2018-08-21: ABSTRACT SENT TO D.P.S."
"ORIGINAL OFFENSE: S11, SPEEDING 11-14 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
